ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
42,42,8936,8514,103,86,77,162,9,0,0,8861,8508,115,79,100,84,0,0,0,8589,7901,165,105,104,157,15,8692,8226,132,216,84,103,0,9,69,83,0,171,8556,8200,75,120,76,72,0,7334,7046,65,55,52,120,2,0,0,7189,6954,101,34,38,50,0,4,19,40,0,0,0,7273,6746,113,70,87,135,15,7273,6746,113,38,66,21,2,257,7237,6931,124,80,23,78,0,0,0,0,0,7026,6818,51,68,20,64,0,14,4,0,0,7297,7084,85,31,29,61,0,0,6,0,0,5026,3098,1825,4267,2828,1439,4642,2655,1632,3996,573,1066,4000,2481,1324,4694,2675,1727,5207,3240,1820,5215,2629,2125
43,43,8841,8578,51,63,59,93,1,0,0,8457,8065,177,50,4,157,0,0,0,8680,8056,127,89,89,196,12,8519,8052,217,33,6,164,3,24,1,111,0,80,8607,8061,302,57,41,90,13,7122,6946,37,40,36,67,1,0,0,6910,6740,66,28,4,72,0,20,0,24,0,4,0,7186,6722,94,52,62,156,10,7186,6722,94,26,38,24,5,260,7199,7041,39,23,4,99,0,0,0,0,0,7199,7028,95,28,4,54,0,24,0,19,0,7143,6924,73,20,20,23,9,0,20,5,9,4629,2716,1792,4627,2828,1799,5102,2665,2125,4460,460,1439,4446,2417,1802,5195,2640,2280,5709,3228,2356,5730,2554,2800
44,44,8546,8245,65,96,34,103,2,0,0,9111,8520,122,150,155,240,62,0,0,8946,8215,146,198,77,215,10,9285,8698,139,157,129,218,34,94,43,20,0,291,9359,8662,145,183,110,306,30,6814,6598,43,72,19,81,0,0,0,7265,6805,83,95,38,209,0,75,24,19,0,40,0,7389,6810,110,173,63,163,10,7389,6810,110,133,32,56,7,214,7270,6835,93,104,43,183,0,0,0,0,0,7625,7110,79,138,41,223,0,74,27,24,0,7473,6932,70,112,51,308,0,59,39,28,0,4461,2368,1997,4318,2312,2006,4488,1901,2268,3837,342,1563,3854,1749,1892,4506,1868,2360,4953,2323,2494,4942,1783,2775
45,45,8580,8353,60,45,39,86,3,0,0,8369,8224,16,15,30,88,0,0,0,8714,8199,98,62,68,220,9,8483,8396,12,18,15,41,0,0,12,33,0,30,8849,8467,85,36,24,120,0,6832,6682,38,26,25,70,1,0,0,6870,6755,15,4,10,88,0,0,10,80,0,4,0,7096,6714,70,38,46,170,5,7096,6714,70,23,32,25,1,219,7065,7010,10,4,4,38,0,0,0,0,0,7445,7290,39,14,8,77,0,4,4,34,0,7428,7226,80,23,27,76,0,0,10,34,0,5145,2543,2487,4729,2497,2232,4911,2027,2541,4180,346,1717,4143,1901,2009,4851,1994,2578,5319,2411,2777,5314,1890,3044
46,46,8439,8224,55,41,59,68,5,0,0,8301,7829,100,98,221,41,18,0,0,8834,8342,98,63,104,150,15,8307,7582,125,142,164,43,11,72,151,9,0,368,8563,7830,153,108,158,72,0,6934,6794,35,15,34,50,2,0,0,6710,6455,58,27,128,30,0,19,109,8,0,20,0,7465,7099,62,37,71,126,8,7465,7099,62,24,50,13,4,184,6825,6585,68,36,82,40,0,0,0,0,0,7075,6835,113,16,93,30,0,4,64,8,0,7445,7248,84,0,59,54,0,0,19,19,0,5395,3203,2102,5200,3144,2056,5600,3103,2129,5156,506,1552,5132,2965,1917,5818,3237,2284,6377,4000,2244,6402,3216,2798
47,47,9147,8831,106,55,87,114,6,0,0,9586,9054,196,24,172,140,0,0,0,9411,8767,115,96,105,234,5,9020,8491,154,21,116,95,0,14,78,7,0,276,9402,8742,159,109,122,90,0,7266,7079,59,27,43,72,1,0,0,7565,7195,135,18,115,122,0,18,85,4,0,0,0,7628,7153,77,53,67,179,1,7628,7153,77,35,48,30,0,257,7205,6940,119,18,69,62,0,0,0,0,0,7505,7095,137,99,105,71,0,79,85,24,0,7523,7174,55,98,107,89,0,75,73,39,0,5388,2826,2438,5037,2678,2359,5619,2298,2906,4913,402,1984,4864,2201,2388,5577,2306,2920,6039,2830,2997,6052,2201,3408
48,48,8750,8488,47,57,75,93,5,0,0,8301,8061,112,40,22,64,10,0,0,8686,8121,105,75,107,191,15,8728,8359,129,89,62,88,7,55,55,82,0,48,8761,8247,159,72,150,82,13,7365,7188,32,32,48,66,0,0,0,7315,7135,66,26,10,63,0,22,10,59,0,10,0,7645,7206,92,57,73,144,10,7645,7206,92,44,43,31,3,210,7465,7160,97,62,55,88,0,0,0,0,0,7635,7260,137,58,100,72,0,28,90,64,0,7851,7501,111,52,130,62,0,35,114,0,0,6144,3356,2642,5584,3100,2484,5760,2947,2392,5211,384,1721,5156,2733,2156,5805,2978,2553,6295,3629,2486,6308,2929,3106
49,49,8616,8321,82,53,65,93,1,0,0,8763,8414,95,76,103,75,0,0,0,8668,8110,119,88,71,178,7,8848,8478,91,78,79,116,0,63,63,47,0,106,8750,8199,72,169,138,119,0,7016,6809,57,31,44,73,1,0,0,7090,6850,75,39,69,57,0,39,69,14,0,0,0,7249,6846,83,56,53,134,6,7249,6846,83,33,27,10,0,225,7380,7130,70,43,53,98,0,0,0,0,0,7410,7100,60,102,94,66,0,53,64,4,0,7495,7073,117,127,115,63,0,33,65,4,0,5622,3114,2394,5423,3102,2321,5689,2662,2639,5200,348,1838,5155,2580,2289,5826,2751,2772,6367,3387,2842,6378,2697,3298
50,50,8532,8022,154,175,107,100,11,0,0,8319,7914,132,101,64,56,0,0,0,8766,7856,195,271,142,245,15,8333,7888,143,147,120,0,0,45,71,0,0,151,8775,8347,61,95,128,120,0,6628,6346,85,85,58,69,5,0,0,6230,6090,20,60,45,15,0,45,0,0,0,0,0,7159,6491,150,181,94,196,8,7159,6491,150,121,54,22,0,295,6285,6110,20,70,100,0,0,0,0,0,0,6945,6645,20,50,110,109,0,20,25,10,0,7375,6816,72,157,138,196,0,40,73,5,0,4845,3028,1714,4472,2913,1559,4688,2740,1574,4177,467,961,4121,2649,1214,4749,2850,1551,5185,3458,1544,5178,2838,1856
51,51,7889,7486,128,99,143,44,8,0,0,8085,7467,236,143,189,95,45,0,0,8635,7976,154,118,190,142,8,8208,7684,147,121,181,61,46,41,144,0,0,188,8732,8059,232,111,128,93,46,6266,5999,75,57,103,30,7,0,0,6620,6250,169,61,68,36,0,36,39,0,0,20,0,7051,6579,104,84,128,108,5,7051,6579,104,53,91,6,0,203,6503,6196,83,55,80,44,0,0,0,0,0,6979,6633,113,54,93,26,0,17,50,0,0,7111,6802,148,73,65,17,0,23,49,0,0,4963,2824,2049,4892,2855,2037,5350,2832,2107,4661,349,1391,4630,2600,1699,5394,2870,2184,5963,3600,2164,5964,2829,2744
52,52,8326,7983,69,103,69,100,7,0,0,8529,8088,126,112,15,142,34,0,0,8666,8023,148,95,91,217,13,8542,8090,77,90,6,148,20,58,6,68,0,231,8720,8384,42,68,12,69,20,6464,6259,42,49,47,63,3,0,0,6670,6315,110,55,15,135,0,55,15,45,0,35,0,6908,6470,98,43,66,145,9,6908,6470,98,11,33,27,2,243,6800,6520,60,49,4,150,0,0,0,0,0,6700,6515,40,55,4,65,0,45,4,40,0,7096,6888,99,16,62,35,0,0,0,9,0,4817,2619,2065,4471,2450,2021,4860,2017,2442,4302,294,1713,4251,1931,2052,4917,2086,2526,5434,2588,2639,5429,2064,2991
53,53,8831,8524,86,52,60,111,4,0,0,8992,8685,81,57,82,102,0,0,0,9121,8468,118,88,83,278,2,9023,8749,65,55,53,97,0,41,23,79,0,62,9058,8174,571,89,102,21,0,7039,6828,51,31,35,92,2,0,0,7180,6990,54,39,39,55,0,29,39,41,0,0,0,7444,6965,70,60,55,220,2,7444,6965,70,30,31,41,0,289,7005,6850,18,29,33,72,0,0,0,0,0,7055,6665,260,34,68,18,0,4,8,10,0,7483,7134,257,27,55,10,0,0,16,4,0,4964,2569,2285,4718,2564,2154,5168,1987,2790,4352,310,1863,4352,1827,2246,5084,1936,2858,5560,2329,3070,5574,1836,3410
54,54,8785,8370,88,82,106,158,4,0,0,8609,8267,105,92,34,165,0,0,0,8956,8135,173,156,117,280,10,8587,8264,119,86,29,132,0,17,7,15,0,165,8982,8420,127,70,99,113,0,6923,6664,59,36,59,111,2,0,0,6465,6200,55,40,25,148,0,40,0,19,0,0,0,7072,6517,97,87,84,205,8,7072,6517,97,46,48,12,2,321,6615,6370,60,30,25,125,0,0,0,0,0,7025,6740,65,39,50,99,0,0,30,0,0,7376,6815,199,115,45,125,0,72,45,22,0,4893,2843,1959,4545,2699,1846,4746,2238,2127,4001,346,1391,3993,2050,1668,4646,2201,2155,5052,2625,2244,5061,2126,2603
55,55,8406,8076,77,81,108,90,2,0,0,8337,7820,268,46,128,76,7,0,0,8697,8068,115,89,119,207,4,8366,8126,111,27,96,6,6,17,73,6,0,33,8612,8300,53,53,119,79,0,6636,6442,41,37,59,65,2,0,0,6470,6250,84,35,53,40,0,10,49,40,0,4,0,7132,6647,81,60,86,169,4,7132,6647,81,17,60,34,0,264,6660,6560,43,20,23,4,0,0,0,0,0,7300,7195,29,10,12,40,0,0,4,0,0,7108,6971,36,7,9,67,0,0,0,0,0,5287,2962,2236,4987,2851,2136,5386,2653,2334,4749,376,1650,4748,2440,2069,5412,2587,2526,5892,3143,2578,5893,2449,3060
56,56,9344,9023,102,74,47,110,2,0,0,9478,8995,76,57,114,306,34,0,0,9260,8625,152,110,72,223,10,9436,9065,68,45,115,187,16,11,65,36,0,191,9598,9149,81,67,104,148,0,7203,7018,52,34,26,76,1,0,0,7455,7115,50,49,50,168,0,24,25,78,0,4,0,7410,6957,102,62,41,175,6,7410,6957,102,21,29,16,1,267,7570,7325,60,29,65,84,0,0,0,0,0,7750,7475,74,54,59,79,0,14,19,24,0,7695,7501,67,54,40,26,0,29,40,0,0,5043,2526,2399,4859,2441,2418,5264,1800,3010,4458,244,2126,4422,1657,2433,5177,1777,3073,5704,2228,3280,5685,1694,3650
57,57,8690,8425,75,48,55,89,9,0,0,8539,7992,93,402,14,123,0,0,0,8718,8060,160,123,100,206,7,8576,8033,95,308,12,203,0,206,12,76,0,154,8754,8169,26,322,21,206,0,6849,6671,52,23,32,73,5,0,0,6810,6580,30,147,15,34,0,143,15,30,0,0,0,7030,6551,118,61,81,164,5,7030,6551,118,42,50,22,0,238,6640,6365,30,119,10,109,0,0,0,0,0,6585,6270,15,180,15,104,0,170,15,25,0,6869,6542,70,106,37,108,0,93,33,23,0,5239,2845,2284,4878,2746,2132,5240,2497,2316,4427,375,1569,4433,2262,1899,5151,2439,2401,5597,2937,2473,5618,2351,2910
58,58,8956,8732,59,40,41,77,6,0,0,8850,8514,105,53,99,85,0,0,0,9315,8765,113,66,60,191,6,8760,8363,103,45,93,135,0,15,49,9,0,221,9385,8875,104,54,74,137,0,7108,6965,37,23,21,59,4,0,0,7040,6800,73,31,67,71,0,12,23,10,0,0,0,7621,7237,75,33,36,154,4,7621,7237,75,15,20,25,1,225,6895,6650,68,22,71,101,0,0,0,0,0,7420,7155,60,35,41,112,0,12,14,12,0,7718,7438,121,33,20,102,4,0,16,9,4,5451,3067,2273,5167,2859,2308,5711,2397,2877,4998,365,1977,4986,2349,2367,5750,2415,3005,6316,2906,3241,6314,2273,3597
59,59,9932,9187,185,194,190,198,10,0,0,8906,8234,217,224,53,147,16,0,0,9452,8243,281,255,287,280,23,9164,8048,257,466,137,168,35,312,112,143,0,296,9691,8692,348,427,147,75,0,8124,7613,115,117,140,146,7,0,0,7620,7137,201,103,37,153,0,48,17,124,0,0,0,7926,7025,209,192,209,213,9,7926,7025,209,126,175,41,2,319,7574,6801,224,283,121,167,0,0,0,0,0,7872,7161,281,279,84,71,0,259,75,24,0,7709,7000,285,271,93,68,0,227,86,16,0,4757,2790,1841,4477,2729,1748,4518,2258,1902,3747,346,1253,3747,1987,1542,4563,2254,2005,5064,2720,2156,5130,2287,2433
60,60,9204,8608,147,152,160,140,20,0,0,9699,9059,128,28,408,60,130,0,0,9447,8465,229,153,240,305,23,9498,8992,70,19,281,111,0,8,191,3,0,198,9247,8682,115,70,118,185,0,7471,7092,90,80,107,100,13,0,0,7805,7523,56,11,125,59,4,11,75,4,4,25,0,7690,7005,143,89,164,224,19,7690,7005,143,55,144,46,10,270,7781,7444,68,11,131,110,0,0,0,0,0,7618,7204,118,20,112,185,0,20,67,85,0,7587,7146,92,51,110,180,0,41,87,39,0,4770,2777,1875,4254,2539,1715,4443,2176,1910,3872,372,1290,3838,2056,1560,4364,2145,1965,4743,2584,2009,4672,2015,2384
61,61,8289,8028,62,41,52,104,10,0,0,8464,8135,128,63,44,66,28,0,0,8875,8245,121,71,96,210,8,8477,8139,136,51,51,70,17,0,15,51,11,110,8871,8479,119,39,67,127,0,6441,6274,40,18,29,79,5,0,0,6666,6455,93,10,14,69,15,10,10,50,15,13,0,7070,6674,70,31,57,144,5,7070,6674,70,11,45,13,2,230,6803,6603,83,0,19,69,10,0,0,0,0,7045,6866,66,0,29,90,0,0,25,0,0,6929,6638,90,50,44,105,0,25,44,8,0,4534,2395,2052,4264,2266,1998,4843,1800,2664,4100,255,1916,4180,1634,2293,4872,1774,2826,5354,2209,2983,5354,1694,3356
62,62,8986,8658,84,64,53,116,3,0,0,8851,8449,88,101,40,171,0,0,0,9211,8558,158,104,87,244,15,9037,8543,97,105,55,227,0,83,39,29,0,241,9457,9031,90,127,59,103,0,6938,6748,45,27,30,75,3,0,0,7010,6775,45,98,10,94,0,94,10,34,0,0,0,7271,6851,80,49,49,189,15,7271,6851,80,15,22,35,6,253,7010,6735,53,63,29,117,0,0,0,0,0,7385,7165,57,70,54,62,0,50,40,4,0,7426,7105,138,44,64,53,0,12,37,6,0,4793,2380,2292,4465,2272,2193,5015,1749,2830,4161,297,1983,4157,1607,2297,4896,1707,2878,5348,2118,3051,5365,1634,3373
63,63,8990,8633,80,67,63,155,5,0,0,8913,8539,70,11,165,135,0,0,0,8961,8290,145,120,109,215,12,8838,8442,69,35,144,154,0,0,57,18,0,252,9226,8684,118,50,156,214,0,7010,6786,46,28,48,112,2,0,0,6961,6697,70,4,68,113,0,4,49,23,0,4,0,7315,6867,82,60,67,155,7,7315,6867,82,28,51,16,1,255,7002,6782,64,4,58,117,0,0,0,0,0,7439,7173,90,18,34,124,0,0,20,8,0,7570,7286,148,24,47,46,0,19,20,0,0,4774,2606,2080,4554,2429,2125,4913,1943,2570,4129,326,1805,4124,1771,2101,4870,1881,2691,5378,2318,2888,5370,1778,3240
64,64,9080,8377,209,173,201,151,9,0,0,9393,8390,342,260,342,62,35,0,0,8876,7475,393,313,350,319,13,9560,8422,420,217,419,96,38,137,310,23,11,234,9434,8068,246,223,546,304,16,7565,7050,137,98,167,112,5,0,0,7069,6540,230,169,94,53,0,114,49,35,0,0,0,7222,6221,247,196,293,225,10,7222,6221,247,131,203,45,4,342,7519,6806,274,162,144,63,0,0,0,0,0,7324,6525,219,157,213,177,0,107,96,55,0,7454,6729,213,134,220,103,0,110,80,30,0,4536,3044,1413,4153,2761,1392,4185,2298,1551,3502,528,1033,3452,2043,1209,4168,2293,1611,4619,2764,1707,4614,2289,1980
65,65,8249,7710,184,142,114,110,7,0,0,8924,8473,146,57,157,44,46,0,0,8692,7703,272,234,190,251,9,8917,8377,205,59,209,27,41,32,209,0,18,79,8135,7622,196,47,78,43,0,6609,6287,105,74,76,75,3,0,0,7100,6783,102,33,101,45,20,23,71,0,20,0,0,7302,6567,191,163,152,195,4,7302,6567,191,96,97,27,2,302,7134,6922,72,43,84,31,20,0,0,0,0,6352,6222,54,37,28,30,0,28,17,30,0,8111,7542,164,103,102,218,0,84,21,19,0,3683,2554,1062,3481,2405,1076,3978,2311,1338,3310,567,864,3248,2049,1010,3945,2319,1369,4376,2790,1444,4371,2340,1692
66,66,8836,8509,102,48,88,80,17,0,0,8768,8415,17,142,38,273,3,0,0,8747,8138,129,95,77,233,5,8893,8330,86,195,105,300,1,0,87,12,0,376,8794,8158,85,171,202,280,0,6909,6704,65,22,50,61,8,0,0,7114,6930,20,10,39,95,0,0,35,10,0,32,0,7071,6648,75,49,52,172,5,7071,6648,75,27,34,27,0,246,7072,6757,64,25,100,100,0,0,0,0,0,6995,6709,59,19,105,78,0,0,70,4,0,6749,6521,73,6,101,46,0,0,88,0,0,4746,2583,2064,4494,2407,2087,5001,2041,2533,4208,296,1694,4162,1855,2028,4893,1945,2635,5337,2369,2828,5334,1766,3168
67,67,9467,9190,47,66,56,99,7,0,0,9266,9097,58,55,14,50,0,0,0,9199,8561,113,90,74,215,13,9264,9101,61,74,9,19,0,74,0,0,0,28,9244,8897,97,92,68,142,0,7325,7142,35,35,36,64,5,0,0,7460,7325,50,55,0,30,0,55,0,15,0,0,0,7326,6875,73,62,49,170,12,7326,6875,73,36,25,21,3,276,7780,7630,60,75,0,20,0,0,0,0,0,7455,7155,95,95,0,109,0,35,0,14,0,7440,7108,108,73,42,106,0,0,27,10,0,4940,2672,2152,4499,2417,2082,4802,1810,2592,3837,301,1724,3831,1688,1918,4598,1725,2575,5051,2057,2835,5051,1596,3062
68,68,9895,9416,153,89,122,115,9,0,0,9414,8647,399,152,8,248,0,0,0,9392,8711,163,116,68,248,15,9530,8832,293,216,4,204,0,69,0,63,0,257,9096,8525,182,201,4,104,0,7601,7307,90,41,66,84,6,0,0,7585,7070,243,58,0,201,0,34,0,58,0,0,0,7404,6929,108,43,48,205,13,7404,6929,108,18,27,30,7,266,7635,7185,198,68,0,185,0,0,0,0,0,7390,7165,98,64,0,77,0,50,0,19,0,7400,7222,28,59,29,62,0,59,6,0,0,4713,2401,2205,4459,2266,2193,4819,1634,2782,3869,267,1863,3843,1576,2042,4639,1598,2741,5098,1947,2991,5103,1478,3261
69,69,8900,8614,62,62,53,103,10,0,0,8943,8784,34,44,43,39,23,0,0,8752,8219,101,70,38,234,8,9088,8815,34,42,83,98,62,21,38,25,0,155,8604,8255,55,77,46,73,15,6937,6764,37,33,35,74,4,0,0,6910,6820,27,29,8,29,0,25,4,15,0,4,0,6995,6597,61,41,32,186,5,6995,6597,61,22,13,36,0,244,6725,6615,33,24,4,48,0,0,0,0,0,6375,6230,54,30,12,46,0,10,8,8,0,6379,6178,41,72,11,73,0,54,11,7,0,5602,2736,2756,4334,1897,2437,4617,1333,2929,3603,253,1946,3562,1168,2152,4350,1198,2908,4854,1462,3276,4829,1076,3452
70,70,8589,8297,44,75,74,106,2,0,0,8260,7673,124,92,230,148,15,0,0,8620,7902,96,113,122,273,9,8256,7840,154,24,142,110,7,9,96,40,0,117,8603,8167,187,27,124,74,5,6691,6500,30,34,51,78,1,0,0,6425,6085,95,25,90,122,0,10,20,90,0,4,0,6887,6389,52,57,88,211,8,6887,6389,52,39,74,16,3,304,6555,6305,110,14,20,110,0,0,0,0,0,6885,6650,100,23,55,48,0,15,10,19,0,6907,6725,98,11,36,37,0,0,24,10,0,4126,2480,1572,3841,2254,1587,4022,1688,2050,3238,246,1261,3190,1558,1485,3831,1568,2030,4223,1896,2220,4198,1354,2433
71,71,9536,9255,61,63,41,124,5,0,0,9405,8941,61,136,167,99,18,0,0,9321,8689,145,104,72,235,8,9492,9135,114,108,31,101,20,106,7,5,0,125,9453,9274,18,73,0,77,0,7472,7290,31,30,31,88,4,0,0,7785,7520,25,90,68,79,0,75,4,4,0,20,0,7596,7141,89,69,58,170,8,7596,7141,89,43,41,30,1,223,7975,7775,30,69,19,64,0,0,0,0,0,8205,8070,20,45,0,73,0,45,0,0,0,8135,7834,109,53,15,108,0,8,0,23,0,4569,2406,2042,4376,2253,2123,4742,1714,2699,3873,269,1760,3842,1620,1996,4608,1595,2718,5058,1918,3017,5057,1358,3265
72,72,9321,9021,79,55,56,144,2,0,0,8805,8542,40,43,20,162,0,0,0,8665,8068,107,67,63,255,11,8502,8168,48,40,86,124,0,3,60,7,0,218,8988,8510,74,34,85,186,21,7514,7318,53,28,36,100,1,0,0,7218,7085,29,3,14,97,0,3,14,10,0,0,0,7291,6821,81,42,50,206,8,7291,6821,81,25,37,35,0,274,6873,6687,38,3,55,92,0,0,0,0,0,7532,7236,54,3,66,140,22,4,63,17,22,7659,7373,75,17,63,115,12,17,48,6,12,3855,1722,2006,4169,2031,2138,4736,1572,2843,3811,267,1847,3788,1491,2081,4588,1449,2850,5077,1690,3277,5049,1163,3399
73,73,9285,9025,63,25,58,92,5,0,0,7790,7583,72,12,28,88,1,0,0,8829,8285,130,67,67,225,20,7886,7565,186,23,30,65,7,14,17,26,7,54,7966,7631,189,18,62,74,3,7635,7473,34,13,37,64,3,0,0,6498,6361,26,14,26,81,4,10,12,42,4,0,0,7495,7105,90,38,44,162,15,7495,7105,90,11,24,24,6,206,6683,6499,73,23,26,64,4,0,0,0,0,6728,6529,77,8,62,65,4,4,44,20,4,6864,6638,82,15,30,100,0,6,26,31,0,4959,2596,2165,4877,2678,2199,5514,2077,2936,4750,377,1952,4717,2024,2405,5447,2094,3033,5938,2533,3222,5935,1969,3600
74,74,9763,9399,100,55,89,135,5,0,0,9966,9600,173,50,54,167,0,0,0,9153,8610,103,59,60,242,10,9989,9613,179,24,44,184,0,20,31,37,0,88,9808,9171,176,74,45,300,0,7615,7389,56,23,53,101,2,0,0,8072,7808,145,16,15,94,0,12,15,44,0,4,0,7433,7005,59,41,39,209,6,7433,7005,59,16,20,33,1,279,7876,7638,135,12,13,83,0,0,0,0,0,7412,7041,120,52,25,177,0,33,21,22,0,7726,7370,63,99,30,166,5,63,17,12,5,5310,2831,2287,4852,2702,2150,5212,1975,2725,4369,339,1786,4451,2051,2102,5115,1991,2767,5498,2290,3012,5479,1758,3308
75,75,9112,8779,108,48,58,121,13,0,0,8855,8340,82,180,56,62,89,0,0,8920,7888,164,181,365,210,21,9029,8606,44,178,46,74,0,65,11,0,0,278,9135,8501,74,196,125,85,0,7583,7334,76,34,45,88,11,0,0,7485,7215,69,58,20,63,60,39,12,4,60,0,0,7215,6485,110,126,239,149,12,7215,6485,110,94,224,14,6,244,7775,7580,23,92,18,75,0,0,0,0,0,7750,7515,4,87,63,79,0,57,49,0,0,8137,7692,185,91,75,94,0,86,69,6,0,5090,3240,1729,4546,2917,1629,4598,2274,1862,3945,558,1215,3869,2333,1437,4436,2265,1904,4739,2566,2006,4748,2021,2330
76,76,9766,9429,155,48,34,103,1,0,0,9506,8982,135,64,104,262,0,0,0,9454,8823,111,100,64,230,4,9485,8912,89,84,147,279,0,9,109,0,0,367,9303,8966,70,110,81,57,0,7546,7334,90,20,26,75,1,0,0,7225,6978,41,47,35,114,0,2,25,0,0,13,0,7515,7050,81,42,47,174,4,7515,7050,81,13,33,20,1,298,7129,6836,39,47,40,151,0,0,0,0,0,7451,7259,75,40,19,58,0,0,4,15,0,7466,7373,22,0,0,69,0,0,0,15,0,5191,3210,1842,4862,3005,1857,5039,2105,2503,4097,366,1601,4091,1897,1902,4796,1953,2556,5254,2262,2844,5238,1829,3082
77,77,9314,8984,78,58,70,127,6,0,0,8303,7804,125,73,240,135,0,0,0,9178,8537,120,96,75,238,5,8681,8161,102,47,308,100,0,8,124,6,0,284,9054,8617,159,67,95,73,1,7369,7158,47,32,46,94,4,0,0,6962,6650,53,31,148,81,0,17,54,35,0,15,0,7435,6968,68,53,67,188,4,7435,6968,68,31,52,21,1,273,7184,6911,60,14,145,52,0,0,0,0,0,7368,7180,78,4,50,44,0,0,20,8,0,7482,7065,181,9,185,41,0,9,164,6,0,5045,2973,1880,4614,2891,1723,4881,1731,2644,3868,310,1687,3866,1465,1939,4591,1567,2657,5007,1885,2979,4988,1466,3198
78,78,9354,9047,121,67,45,77,15,0,0,9245,8875,147,76,82,76,0,0,0,9262,8556,157,131,62,265,18,9239,8777,69,71,132,114,37,15,107,10,0,155,9308,8585,48,62,91,203,35,7480,7283,68,32,27,68,9,0,0,8198,7927,121,45,40,69,0,20,40,15,0,0,0,7603,7118,91,65,42,215,14,7603,7118,91,25,21,32,2,305,7982,7728,54,35,65,64,0,0,0,0,0,7986,7721,50,25,25,134,0,15,0,0,0,7866,7644,46,18,37,90,0,0,16,0,0,5430,3313,1953,4692,2917,1775,5023,2200,2395,4117,341,1522,4094,1934,1803,4858,2109,2412,5303,2535,2586,5288,2020,2898
